"","z","y","y.0","y.1"
"1","trt",9.20269645566822,3.07639255835653,9.20269645566822
"2","ctl",-5.64878203588108,-5.64878203588108,-4.07147410587872
"3","ctl",0.0890789344295426,0.0890789344295426,-0.0797639348758648
"4","ctl",-4.54106688821171,-4.54106688821171,-3.78574471812918
"5","ctl",-2.00888914904235,-2.00888914904235,0.55027103978299
"6","ctl",1.19455597721091,1.19455597721091,1.63160590967359
"7","ctl",5.53084225127045,5.53084225127045,7.31588058356098
"8","trt",5.82957733969263,3.39017662904886,5.82957733969263
"9","ctl",4.37823278862976,4.37823278862976,8.1420383565686
"10","ctl",-2.80826637696106,-2.80826637696106,0.702812867522602
"11","ctl",3.36232706723806,3.36232706723806,7.93174199893978
"12","ctl",2.63135328844184,2.63135328844184,-0.539625616409561
"13","ctl",-5.77924779451934,-5.77924779451934,-0.230775562747167
"14","ctl",3.30717910309086,3.30717910309086,7.10839742771199
"15","trt",3.01352567641877,3.58500501406057,3.01352567641877
"16","ctl",3.03647851186914,3.03647851186914,9.73180542971302
"17","ctl",5.9058473887553,5.9058473887553,7.11994004608547
"18","ctl",1.82463902840707,1.82463902840707,4.23099465831818
"19","ctl",-7.18925700331634,-7.18925700331634,-9.70407729488681
"20","ctl",2.87157982036043,2.87157982036043,6.42780067867928
"21","trt",3.64351103187782,2.70999030501521,3.64351103187782
"22","ctl",1.9014745684067,1.9014745684067,2.24370029354282
"23","ctl",-0.245511567200059,-0.245511567200059,1.21880056416822
"24","trt",2.62780363399276,1.88306589421552,2.62780363399276
"25","trt",2.65984680027868,0.278335857054042,2.65984680027868
"26","trt",10.8502563312496,4.70994209881974,10.8502563312496
"27","trt",-5.45646603362267,-8.43840873698068,-5.45646603362267
"28","trt",0.791435457264974,0.839496853006703,0.791435457264974
"29","ctl",-8.39981372847135,-8.39981372847135,-6.70616615840762
"30","trt",8.12059884914489,4.69257818445773,8.12059884914489
"31","trt",4.24311157590093,4.24009148162876,4.24311157590093
"32","ctl",-6.73896911751844,-6.73896911751844,-1.41841352881178
"33","ctl",4.10616838270875,4.10616838270875,12.2720102587749
"34","ctl",3.88437659595333,3.88437659595333,8.28505373280617
"35","ctl",2.76516936379708,2.76516936379708,2.99319074325792
"36","ctl",0.105177148108505,0.105177148108505,1.74725735913999
"37","ctl",4.5218296467968,4.5218296467968,8.24155900526277
"38","ctl",1.36003808019142,1.36003808019142,8.36700703724846
"39","ctl",-0.46267430745549,-0.46267430745549,6.6912956818989
"40","ctl",-2.14104523994241,-2.14104523994241,4.9238401256704
"41","ctl",-4.74769130276349,-4.74769130276349,0.583478461388118
"42","ctl",-3.33718326891802,-3.33718326891802,-2.63849755625301
"43","ctl",4.49116359768263,4.49116359768263,5.93899175070799
"44","ctl",-3.05131700185849,-3.05131700185849,5.86136038460597
"45","ctl",4.66075545794014,4.66075545794014,4.45957429298541
"46","ctl",3.68101040174459,3.68101040174459,4.03608504534051
"47","trt",6.84236105930476,3.09694333757183,6.84236105930476
"48","ctl",1.28909276980194,1.28909276980194,4.69220107097636
"49","ctl",-3.69772000900007,-3.69772000900007,1.17813165799402
"50","ctl",3.89466612725296,3.89466612725296,6.50375457278591
"51","ctl",3.5204081192135,3.5204081192135,3.94674748964501
"52","ctl",-5.76503895548024,-5.76503895548024,2.58511333907512
"53","ctl",-6.69328035295246,-6.69328035295246,-3.46066898075259
"54","ctl",-6.22090761597671,-6.22090761597671,-6.15113147734668
"55","trt",7.55984913624802,1.3516020302712,7.55984913624802
"56","ctl",-22.8032920318738,-22.8032920318738,-12.4191249333044
"57","ctl",-23.1878173016512,-23.1878173016512,-12.8056947673054
"58","trt",8.64657737127902,3.01928328465732,8.64657737127902
"59","ctl",-3.10609597727956,-3.10609597727956,1.91763669699553
"60","trt",3.45149005818801,1.36754922491142,3.45149005818801
"61","ctl",3.40802605013087,3.40802605013087,8.17203602558655
"62","ctl",1.78644970597645,1.78644970597645,1.19578829226679
"63","ctl",5.09812186343837,5.09812186343837,8.79959757230823
"64","ctl",2.35158095229582,2.35158095229582,0.804814429725144
"65","ctl",-4.54518275453858,-4.54518275453858,-4.56922456222034
"66","ctl",-6.5714399327724,-6.5714399327724,-6.74396151296344
"67","trt",5.29428675781885,3.89729251612889,5.29428675781885
"68","ctl",-3.49076662431047,-3.49076662431047,0.630013085462856
"69","ctl",-5.42002174996559,-5.42002174996559,-3.69261441021614
"70","ctl",-7.81119362423872,-7.81119362423872,-7.53323088611695
"71","ctl",-6.81996375007941,-6.81996375007941,-1.5418885249636
"72","trt",10.1380308009422,4.55384297835597,10.1380308009422
"73","ctl",1.98209941284169,1.98209941284169,6.12411053439398
"74","ctl",1.75400205276894,1.75400205276894,0.436470340443658
"75","trt",0.937543344118538,-4.74714263725861,0.937543344118538
"76","ctl",-0.849960581673811,-0.849960581673811,3.02080777464273
"77","ctl",-6.31522410667913,-6.31522410667913,-1.87777660223428
"78","trt",0.467749823627016,-4.55362772541541,0.467749823627016
"79","trt",3.83272545782617,-3.17640327428402,3.83272545782617
"80","ctl",-3.64327794181313,-3.64327794181313,0.350558358405301
"81","ctl",4.15155728458549,4.15155728458549,7.27255430107736
"82","ctl",5.6283088525373,5.6283088525373,9.59370680695677
"83","ctl",4.59043725244242,4.59043725244242,6.75095880323038
"84","ctl",4.76499154877383,4.76499154877383,11.0331206254717
"85","trt",4.40139773333002,1.41552796868697,4.40139773333002
"86","ctl",2.49348489562279,2.49348489562279,6.26279549268622
"87","ctl",-5.59951188103355,-5.59951188103355,-1.75330829115401
"88","ctl",-2.09638994434364,-2.09638994434364,0.380778300288842
"89","ctl",-2.39557980731071,-2.39557980731071,3.73444971824563
"90","ctl",5.49846186922527,5.49846186922527,5.34779851155409
"91","ctl",-2.70475571691974,-2.70475571691974,2.1434666981963
"92","trt",2.92622987043293,2.02951142802708,2.92622987043293
"93","trt",7.19771622014459,3.7687923197089,7.19771622014459
"94","ctl",7.44916592950266,7.44916592950266,6.83708348894042
"95","ctl",1.94571930633848,1.94571930633848,4.60290565153863
"96","ctl",2.46112739985583,2.46112739985583,4.92337871956341
"97","trt",10.805219288444,4.75884326037753,10.805219288444
"98","ctl",-3.78405466361148,-3.78405466361148,2.18323551617811
"99","trt",15.1072742484808,12.6800153798949,15.1072742484808
"100","ctl",4.57259174630431,4.57259174630431,5.55254685897631
"101","ctl",2.68944510860995,2.68944510860995,6.712236146044
"102","trt",-3.60561515347906,-3.0062205558704,-3.60561515347906
"103","ctl",-1.98272361524177,-1.98272361524177,5.37105468701386
"104","trt",-3.78311135893938,-3.19614834772009,-3.78311135893938
"105","ctl",-12.2896532985398,-12.2896532985398,-1.85340810125742
"106","trt",6.04133048834632,3.43374489874182,6.04133048834632
"107","trt",5.74429008755712,1.54405922634474,5.74429008755712
"108","trt",10.3909522148664,4.46120072876672,10.3909522148664
"109","trt",5.78353957942469,3.31126914090096,5.78353957942469
"110","ctl",-8.02349975082444,-8.02349975082444,-7.12181521266004
"111","ctl",2.59162775682419,2.59162775682419,2.71458643468999
"112","trt",6.20911236035358,2.53111003671393,6.20911236035358
"113","ctl",3.90224923789515,3.90224923789515,6.0096558241965
"114","ctl",4.26298304610585,4.26298304610585,7.20492491027486
"115","ctl",-9.30230120675427,-9.30230120675427,-2.82810782622066
"116","ctl",2.08088146707868,2.08088146707868,2.09573588487165
"117","ctl",4.30283032499874,4.30283032499874,7.87134526705404
"118","ctl",3.94549365573809,3.94549365573809,7.03528463284182
"119","trt",9.28218262888155,5.49306085379653,9.28218262888155
"120","ctl",5.03709761418054,5.03709761418054,7.58305672701523
"121","ctl",2.20515571201673,2.20515571201673,5.16576430216801
"122","trt",9.71858263472122,6.91072100799442,9.71858263472122
"123","ctl",-3.72396045710727,-3.72396045710727,1.35852190005992
"124","ctl",-4.95635587468701,-4.95635587468701,5.0059806187675
"125","ctl",5.30112697973098,5.30112697973098,5.24350051972971
"126","ctl",5.76895295367104,5.76895295367104,5.63507511586675
"127","trt",3.80991595014603,3.04381503477232,3.80991595014603
"128","ctl",-3.61932658102924,-3.61932658102924,2.63763456591947
"129","trt",-3.9381870480463,-11.2960734529004,-3.9381870480463
"130","ctl",5.39415012511005,5.39415012511005,7.03468511978411
"131","trt",3.23423773237412,1.6734370129311,3.23423773237412
"132","ctl",1.7350569990852,1.7350569990852,5.7806175951332
"133","ctl",-0.715696222797881,-0.715696222797881,4.99612083253065
