"","z","y","y.0","y.1"
"1","ctl",-0.461361424839992,-0.461361424839992,4.7539280069982
"2","ctl",4.18381245345435,4.18381245345435,4.87695797851253
"3","ctl",2.16991236866994,2.16991236866994,4.42167331515033
"4","ctl",3.10736048086468,3.10736048086468,3.21000693783949
"5","ctl",0.516563005539411,0.516563005539411,3.7532979723432
"6","trt",3.8249919455968,-2.92965440762428,3.8249919455968
"7","trt",1.75973944848682,-0.227783513644312,1.75973944848682
"8","ctl",3.52063383909658,3.52063383909658,5.61744035087758
"9","trt",2.28313266144861,2.55889596481466,2.28313266144861
"10","ctl",-3.38483093145622,-3.38483093145622,2.45589862248508
"11","ctl",1.03814613995403,1.03814613995403,5.24296009212051
"12","ctl",4.71369712948575,4.71369712948575,4.53798100103633
"13","ctl",-5.07341753429499,-5.07341753429499,1.01825924553397
"14","ctl",0.620897751371411,0.620897751371411,5.65341123534764
"15","ctl",-0.373906395733411,-0.373906395733411,5.03685762799448
"16","trt",5.33041134337028,2.41158804875438,5.33041134337028
"17","trt",5.12392979177144,0.761105036659394,5.12392979177144
"18","ctl",0.586580108343918,0.586580108343918,5.96009262570542
"19","trt",1.4684453735394,-4.28602520269883,1.4684453735394
"20","trt",4.63470882918988,-0.434169617726025,4.63470882918988
"21","ctl",0.281691337628548,0.281691337628548,3.85228993747938
"22","ctl",1.92404254146967,1.92404254146967,4.74330927475086
"23","trt",2.22154151846997,-2.02252253995093,2.22154151846997
"24","trt",3.54285051022216,2.81890577121486,3.54285051022216
"25","trt",4.77690375793106,-0.754565387220667,4.77690375793106
"26","trt",4.14516898793269,2.16395145192593,4.14516898793269
"27","trt",4.70475543911917,1.49235834395341,4.70475543911917
"28","ctl",-2.87458071547058,-2.87458071547058,2.45691057043405
"29","ctl",-3.70171827558814,-3.70171827558814,0.445788261570878
"30","trt",4.24089759750054,2.717957785973,4.24089759750054
"31","ctl",2.20091549587319,2.20091549587319,5.38548733103118
"32","ctl",0.288660135062885,0.288660135062885,2.34583779561369
"33","ctl",1.87053687470634,1.87053687470634,5.70625922153566
"34","ctl",1.33660868354356,1.33660868354356,4.76983264014845
"35","ctl",-1.26235147129186,-1.26235147129186,2.97515625253504
"36","ctl",-12.999438491185,-12.999438491185,-2.0413165184432
"37","ctl",4.13872180310634,4.13872180310634,2.92919966521978
"38","ctl",-1.3297634506393,-1.3297634506393,5.30122607067794
"39","trt",2.48796325060199,3.47784368701875,2.48796325060199
